username,role,category1,category2
tryx_tryx,normalUser,Sports:1038,Deduction:1039
mysticalgames,normalUser,Napoleonic:1051,Video Game Theme:1101
scott_anderson,normalUser,Word-game:1025,Bluffing:1023
catladymn,normalUser,Adventure:1022,Real-time:1037
gameboy7591,normalUser,Bluffing:1023,Sports:1038
theblissfulwizard,normalUser,Medical:2145,Spies/Secret Agents:1081
kuppster850,normalUser,Real-time:1037,Card Game:1002
flamepointgames,normalUser,Territory Building:1086,Medieval:1035
malef,normalUser,Bluffing:1023,Ancient:1050
pavgran,normalUser,Travel:1097,Fighting:1046
muryskin,normalUser,Dice:1017,Book:1117
macoln,normalUser,Collectible Components:1044,Aviation/Flight:2650
laursand,normalUser,Party Game:1030,Humor:1079
tajutka,normalUser,Dice:1017,Modern Warfare:1069
sudnikand,normalUser,Science Fiction:1016,Napoleonic:1051
corpseiii,normalUser,Book:1117,Novel-Based:1093
theelephant,normalUser,Word-game:1025,Trains:1034
smid,normalUser,Transportation:1011,Napoleonic:1051
cahuna,normalUser,Action/Dexterity:1032,Negotiation:1026
alekseytushev,normalUser,Murder/Mystery:1040,Racing:1031
luc12345,normalUser,Number:1098,Sports:1038
daisho23,normalUser,Zombies:2481,Educational:1094
tijnster,normalUser,Puzzle:1028,Murder/Mystery:1040
apavlov,normalUser,Print & Play:1120,Card Game:1002
bgnth,normalUser,Sports:1038,Memory:1045
alexanderfranc,normalUser,Modern Warfare:1069,Negotiation:1026
ramadra,normalUser,Action/Dexterity:1032,Fantasy:1010
zaxa,normalUser,Children's Game:1041,Sports:1038
mistermeggo,normalUser,Book:1117,Action/Dexterity:1032
derninja,normalUser,Memory:1045,Humor:1079
lord oren,normalUser,Territory Building:1086,Transportation:1011
nosferatu01,normalUser,Miniatures:1047,Word-game:1025
theroark,normalUser,Negotiation:1026,Print & Play:1120
ddueck,normalUser,Educational:1094,Ancient:1050
recro,normalUser,Modern Warfare:1069,Puzzle:1028
district31,normalUser,Medical:2145,Exploration:1020
bicampbell41,normalUser,Educational:1094,Sports:1038
denverzeppo,normalUser,Number:1098,Abstact Strategy:1009
tepmurt12,normalUser,Novel-Based:1093,Puzzle:1028
grogcore,normalUser,Action/Dexterity:1032,Fantasy:1010
zwario,normalUser,Territory Building:1086,Novel-Based:1093
phantasmicmelody,normalUser,Deduction:1039,Spies/Secret Agents:1081
melkiorthemaker,normalUser,Miniatures:1047,Racing:1031
sarahrowan,normalUser,Medical:2145,Party Game:1030
magatron,normalUser,Miniatures:1047,Spies/Secret Agents:1081
vinniemac189,normalUser,Number:1098,Children's Game:1041
sinistar3,normalUser,Action/Dexterity:1032,Book:1117
laurocris,normalUser,Medieval:1035,Educational:1094
roboprof,normalUser,Animals:1089,Action/Dexterity:1032
kujaku,normalUser,Adventure:1022,Novel-Based:1093
noelia43,normalUser,Adventure:1022,Humor:1079
aaaaarjen,normalUser,Real-time:1037,Abstact Strategy:1009
qazemat0vi4,normalUser,Memory:1045,Medical:2145
kennedynoia,normalUser,Educational:1094,Zombies:2481
sunnysideunder,normalUser,Wargame:1019,Collectible Components:1044
fesme,normalUser,Territory Building:1086,Dice:1017
juanfcojo,normalUser,Collectible Components:1044,Print & Play:1120
altardemon,normalUser,Science Fiction:1016,Sports:1038
fran fdez,normalUser,Wargame:1019,Science Fiction:1016
mgeslot,normalUser,Science Fiction:1016,Territory Building:1086
pizzarony,normalUser,Puzzle:1028,Negotiation:1026
redbaron01,normalUser,Humor:1079,Fighting:1046
greyknightspain,normalUser,Memory:1045,Medical:2145
josdelage,normalUser,Modern Warfare:1069,Medical:2145
khader123,normalUser,Spies/Secret Agents:1081,World War II: 1049
tiniebla,normalUser,Card Game:1002,Modern Warfare:1069
osmydog,normalUser,Science Fiction:1016,Aviation/Flight:2650
nytwish,normalUser,Number:1098,Collectible Components:1044
blayden,normalUser,Number:1098,Card Game:1002
rosseph90,normalUser,Humor:1079,Video Game Theme:1101
brypye,normalUser,Fighting:1046,Trains:1034
dawid_s,normalUser,Novel-Based:1093,Territory Building:1086
chopa,normalUser,World War II: 1049,Card Game:1002
nova_chaser,normalUser,Medical:2145,Exploration:1020
ner0888,normalUser,Animals:1089,Miniatures:1047
randomgauge,normalUser,Educational:1094,Puzzle:1028
jyhuh35,normalUser,Card Game:1002,Movies/TV/Radio Theme:1064
moby67,normalUser,Dice:1017,Ancient:1050
misterx360,normalUser,Bluffing:1023,Negotiation:1026
themufasa33,normalUser,Puzzle:1028,Card Game:1002
andromedathegame,normalUser,Book:1117,Animals:1089
sanctorvm,normalUser,Deduction:1039,Murder/Mystery:1040
torugo,normalUser,Sports:1038,Fantasy:1010
rafaelmunhoz,normalUser,Aviation/Flight:2650,Fantasy:1010
yargandaix,normalUser,Bluffing:1023,Miniatures:1047
madroig,normalUser,Travel:1097,Territory Building:1086
darling23,normalUser,Action/Dexterity:1032,Racing:1031
mowgli5,normalUser,Medical:2145,Bluffing:1023
aenvr,normalUser,Dice:1017,Exploration:1020
picidz,normalUser,Abstact Strategy:1009,Children's Game:1041
bal323,normalUser,Word-game:1025,Number:1098
engineereasier,normalUser,Aviation/Flight:2650,Movies/TV/Radio Theme:1064
siloxlv,normalUser,Word-game:1025,Collectible Components:1044
cielerscalm,normalUser,Medieval:1035,Racing:1031
mepstein73,normalUser,Economic:1021,Memory:1045
creeping86,normalUser,Word-game:1025,Puzzle:1028
thidum,normalUser,Puzzle:1028,Murder/Mystery:1040
emberwing,normalUser,Educational:1094,Territory Building:1086
yarrum82,normalUser,Dice:1017,Puzzle:1028
okiokipanic,normalUser,Medieval:1035,World War II: 1049
mandybb,normalUser,Print & Play:1120,Fighting:1046
ben7,normalUser,Adventure:1022,Fighting:1046
the game forger,normalUser,Word-game:1025,Print & Play:1120
shortyvs,normalUser,World War II: 1049,Fighting:1046
karabou,normalUser,Trains:1034,Animals:1089
crunchwich,normalUser,Negotiation:1026,Memory:1045
seekaa,normalUser,Card Game:1002,Racing:1031
ricstu,normalUser,Fighting:1046,Abstact Strategy:1009
mioo,normalUser,Medical:2145,Fighting:1046
nicegameshop,normalUser,Puzzle:1028,Deduction:1039
ace pumpkin,normalUser,Travel:1097,Number:1098
mac87,normalUser,Economic:1021,Educational:1094
rumpus_delion,normalUser,Puzzle:1028,Fighting:1046
privateerpressganger,normalUser,Puzzle:1028,Number:1098
northleights,normalUser,Word-game:1025,Video Game Theme:1101
razorpop,normalUser,Spies/Secret Agents:1081,Real-time:1037
slycrow,normalUser,Adventure:1022,Memory:1045
chazaroo,normalUser,Movies/TV/Radio Theme:1064,Fantasy:1010
some321,normalUser,World War II: 1049,Murder/Mystery:1040
manjuse,normalUser,Card Game:1002,Travel:1097
k2r5t9,normalUser,Sports:1038,Bluffing:1023
kovacsfd,normalUser,Card Game:1002,Abstact Strategy:1009
toodels,normalUser,Travel:1097,Book:1117
institches,normalUser,Modern Warfare:1069,Humor:1079
calliw,normalUser,Word-game:1025,Aviation/Flight:2650
boardgamenerd5390,normalUser,Puzzle:1028,Animals:1089
beefcobbler,normalUser,Deduction:1039,Racing:1031
crazychoper,normalUser,Wargame:1019,Party Game:1030
monmon87,normalUser,Napoleonic:1051,Collectible Components:1044
natethefixer,normalUser,Ancient:1050,Dice:1017
ianscarbrough,normalUser,Transportation:1011,Travel:1097
tactico_commander,normalUser,Educational:1094,Miniatures:1047
aviann,normalUser,Number:1098,Animals:1089
bosay,normalUser,Trains:1034,Sports:1038
karoucell,normalUser,Aviation/Flight:2650,Racing:1031
dankendall6,normalUser,Number:1098,World War II: 1049
emobility,normalUser,Print & Play:1120,Travel:1097
dcgamerl,normalUser,Novel-Based:1093,Word-game:1025
tailfeathers,normalUser,Racing:1031,Children's Game:1041
hayim1,normalUser,Puzzle:1028,Fantasy:1010
mo_jay,normalUser,Educational:1094,Action/Dexterity:1032
hackenbu,normalUser,Exploration:1020,Movies/TV/Radio Theme:1064
beelz83,normalUser,Educational:1094,Travel:1097
rebecca60,normalUser,Word-game:1025,Trains:1034
kobkob,normalUser,Negotiation:1026,Puzzle:1028
geo_martin,normalUser,Bluffing:1023,Economic:1021
ardor tulop,normalUser,Wargame:1019,Zombies:2481
philbo2,normalUser,Puzzle:1028,Children's Game:1041
robber baron,normalUser,Racing:1031,Napoleonic:1051
janpeterson,normalUser,Action/Dexterity:1032,Deduction:1039
markoes,normalUser,Modern Warfare:1069,Negotiation:1026
declan90,normalUser,Medieval:1035,Humor:1079
astyanaxx,normalUser,Exploration:1020,Puzzle:1028
thenexusgame,normalUser,Bluffing:1023,Zombies:2481
ricardorix,normalUser,Action/Dexterity:1032,Real-time:1037
luweewu,normalUser,Puzzle:1028,Card Game:1002
chefkath,normalUser,Party Game:1030,World War II: 1049
kidoh,normalUser,Adventure:1022,Murder/Mystery:1040
zombiematt01,normalUser,Humor:1079,Puzzle:1028
tony1021,normalUser,Book:1117,Dice:1017
primdahl,normalUser,Abstact Strategy:1009,Book:1117
aseemrb,normalUser,Word-game:1025,Fantasy:1010
hunterrogue,normalUser,Sports:1038,World War II: 1049
hierogal,normalUser,Animals:1089,Spies/Secret Agents:1081
hellomynameisrob,normalUser,Word-game:1025,Dice:1017
deborah54,normalUser,Murder/Mystery:1040,Aviation/Flight:2650
ecoke19,normalUser,Wargame:1019,Territory Building:1086
sandiemca,normalUser,Dice:1017,Bluffing:1023
kanin213,normalUser,Humor:1079,Video Game Theme:1101
manuelmugica,normalUser,Animals:1089,Memory:1045
laufries,normalUser,Miniatures:1047,Economic:1021
mkussy,normalUser,Party Game:1030,Card Game:1002
lyonsden,normalUser,Party Game:1030,Fantasy:1010
gochuckle,normalUser,Novel-Based:1093,Movies/TV/Radio Theme:1064
sirangel,normalUser,Number:1098,Wargame:1019
willok,normalUser,Sports:1038,Animals:1089
vannman,normalUser,Number:1098,Medical:2145
crazyslayer16,normalUser,Dice:1017,Action/Dexterity:1032
alphabetthefarm,normalUser,Party Game:1030,Children's Game:1041
nightbreed1978,normalUser,Fighting:1046,Modern Warfare:1069
dionbw,normalUser,Number:1098,Humor:1079
doodlemakers,normalUser,Card Game:1002,Party Game:1030
fevtoth,normalUser,Card Game:1002,Aviation/Flight:2650
bootie,normalUser,Adventure:1022,Memory:1045
xdamian,normalUser,Real-time:1037,Deduction:1039
kitsume13,normalUser,Miniatures:1047,Bluffing:1023
avael,normalUser,Real-time:1037,Fighting:1046
jujones44,normalUser,Transportation:1011,Deduction:1039
xandorra,normalUser,Deduction:1039,Fighting:1046
demiss,normalUser,Modern Warfare:1069,Animals:1089
zgorzi,normalUser,Spies/Secret Agents:1081,Zombies:2481
spelshop,normalUser,Fighting:1046,Negotiation:1026
karambabol,normalUser,Transportation:1011,Dice:1017
zbylut,normalUser,Transportation:1011,Economic:1021
hauser16,normalUser,Fighting:1046,Children's Game:1041
nicebloke,normalUser,World War II: 1049,Word-game:1025
themagnificentspud,normalUser,Wargame:1019,Trains:1034
tompfg,normalUser,Fantasy:1010,Party Game:1030
quadrante,normalUser,Napoleonic:1051,Book:1117
ioring,normalUser,World War II: 1049,Print & Play:1120
gelisjp,normalUser,Puzzle:1028,Science Fiction:1016
requiem online,normalUser,Number:1098,Negotiation:1026
wraithbrood,normalUser,Economic:1021,Miniatures:1047
elmathio,normalUser,Murder/Mystery:1040,Abstact Strategy:1009
theboggler,normalUser,Action/Dexterity:1032,Territory Building:1086
valin0112,normalUser,Medieval:1035,Economic:1021
buckrusty,normalUser,Ancient:1050,World War II: 1049
hewhogames,normalUser,Fantasy:1010,Animals:1089
tswright,normalUser,Fighting:1046,Exploration:1020
butterbaste,normalUser,Science Fiction:1016,World War II: 1049
splatteredink,normalUser,Sports:1038,Spies/Secret Agents:1081
jonny meepletown,normalUser,Ancient:1050,Zombies:2481
elrad1969,normalUser,Medieval:1035,Exploration:1020
sultanio,normalUser,Zombies:2481,Abstact Strategy:1009
demuxer,normalUser,Exploration:1020,Collectible Components:1044
frolickin,normalUser,Travel:1097,Sports:1038
unknownsoldier,normalUser,Real-time:1037,Territory Building:1086
valas,normalUser,Book:1117,Party Game:1030
nofreetime,normalUser,Economic:1021,Zombies:2481
arjuna12344321,normalUser,Ancient:1050,Miniatures:1047
mary1710,normalUser,Negotiation:1026,Racing:1031
foxcrack,normalUser,Party Game:1030,Number:1098
mrdavanti,normalUser,Racing:1031,Puzzle:1028
marianosaurio,normalUser,Fighting:1046,Action/Dexterity:1032
maninblackrecords,normalUser,Racing:1031,Puzzle:1028
oppositesider,normalUser,Puzzle:1028,Wargame:1019
fake1980,normalUser,Number:1098,Children's Game:1041
beatriz grifol,normalUser,Bluffing:1023,Modern Warfare:1069
jacek6913,normalUser,Territory Building:1086,Real-time:1037
nanga,normalUser,Wargame:1019,Educational:1094
kolyusha,normalUser,Miniatures:1047,Aviation/Flight:2650
jrmod,normalUser,Bluffing:1023,Wargame:1019
hstruman,normalUser,Transportation:1011,Novel-Based:1093
awarb,normalUser,Puzzle:1028,Trains:1034
tbon234,normalUser,Zombies:2481,Educational:1094
aq200aq,normalUser,Memory:1045,Card Game:1002
dicernicer,normalUser,Action/Dexterity:1032,Adventure:1022
tsukuro,normalUser,Ancient:1050,Party Game:1030
milldeck,normalUser,Territory Building:1086,Spies/Secret Agents:1081
nubermini,normalUser,Miniatures:1047,Number:1098
binja,normalUser,Racing:1031,Zombies:2481
dcenatiempo,normalUser,Animals:1089,Napoleonic:1051
m_segura,normalUser,Miniatures:1047,Movies/TV/Radio Theme:1064
eblackdragon06,normalUser,Novel-Based:1093,Aviation/Flight:2650
plumtran,normalUser,Science Fiction:1016,Adventure:1022
hieule,normalUser,Exploration:1020,Educational:1094
jturcotte,normalUser,Abstact Strategy:1009,Negotiation:1026
trentc58,normalUser,Movies/TV/Radio Theme:1064,Modern Warfare:1069
tywindz,normalUser,Number:1098,Dice:1017
skasnik,normalUser,Puzzle:1028,Abstact Strategy:1009
tripplezero,normalUser,Card Game:1002,Fighting:1046
metvaira,normalUser,Movies/TV/Radio Theme:1064,Trains:1034
emzette,normalUser,World War II: 1049,Medical:2145
la_rousse,normalUser,Card Game:1002,Spies/Secret Agents:1081
callmebyyourgame,normalUser,Collectible Components:1044,Fantasy:1010
nafets83,normalUser,Educational:1094,Novel-Based:1093
lk758tmy,normalUser,Territory Building:1086,Puzzle:1028
nicolasw,normalUser,Racing:1031,Zombies:2481
zygoticdesign,normalUser,Word-game:1025,Puzzle:1028
demersadam,normalUser,Napoleonic:1051,Territory Building:1086
jaythetwinmaker,normalUser,Bluffing:1023,Children's Game:1041
brenee87,normalUser,Miniatures:1047,Sports:1038
mulletsquirrel,normalUser,Animals:1089,Travel:1097
jaystr1ker,normalUser,Novel-Based:1093,Number:1098
draftingdice,normalUser,Medical:2145,Print & Play:1120
sevkalein,normalUser,Novel-Based:1093,Adventure:1022
easy_cure,normalUser,Puzzle:1028,Murder/Mystery:1040
mad_caddy,normalUser,Miniatures:1047,Exploration:1020
drwolfsherz,normalUser,Murder/Mystery:1040,Territory Building:1086
keiler175,normalUser,Spies/Secret Agents:1081,Miniatures:1047
jack321,normalUser,Dice:1017,Puzzle:1028
tareqd,normalUser,Print & Play:1120,Puzzle:1028
matze69eis,normalUser,Bluffing:1023,Card Game:1002
lecator,normalUser,Fantasy:1010,Negotiation:1026
infors76,normalUser,Wargame:1019,Word-game:1025
cyrrbiss,normalUser,Transportation:1011,Medieval:1035
muhsferatu,normalUser,Card Game:1002,Word-game:1025
jenger,normalUser,Exploration:1020,Territory Building:1086
alexcpg,normalUser,Movies/TV/Radio Theme:1064,Adventure:1022
gellyvs,normalUser,Collectible Components:1044,Modern Warfare:1069
baumschmuser,normalUser,Animals:1089,Educational:1094
amersham,normalUser,Spies/Secret Agents:1081,Science Fiction:1016
kalavera,normalUser,Napoleonic:1051,Dice:1017
fridleiffaehn,normalUser,Exploration:1020,Video Game Theme:1101
vincent esion,normalUser,Spies/Secret Agents:1081,Print & Play:1120
dziubelas,normalUser,Word-game:1025,Puzzle:1028
derfel65,normalUser,Dice:1017,Medieval:1035
vukich,normalUser,Fantasy:1010,Word-game:1025
vinill_gaming,normalUser,Exploration:1020,Adventure:1022
quartzsand,normalUser,Ancient:1050,Transportation:1011
playsequel2k19,normalUser,Abstact Strategy:1009,Educational:1094
antwoolf,normalUser,Ancient:1050,Collectible Components:1044
johnb4bgg,normalUser,Animals:1089,Economic:1021
lukapadiurashvili,normalUser,Collectible Components:1044,Dice:1017
davidsmith2k19,normalUser,Racing:1031,Dice:1017
dallasbrown,normalUser,Negotiation:1026,Modern Warfare:1069
hiddengalaxy,normalUser,Ancient:1050,Fantasy:1010
klaines,normalUser,Print & Play:1120,Racing:1031
baron de munchausen,normalUser,Modern Warfare:1069,Children's Game:1041
blake33,normalUser,World War II: 1049,Zombies:2481
pruidze,normalUser,Miniatures:1047,Medical:2145
vdesu,normalUser,Napoleonic:1051,World War II: 1049
nagelfish,normalUser,Card Game:1002,Transportation:1011
kappa09,normalUser,Wargame:1019,Ancient:1050
tochi1991,normalUser,Negotiation:1026,Transportation:1011
doc4geo,normalUser,Ancient:1050,Aviation/Flight:2650
nika_nadiradze,normalUser,Real-time:1037,Bluffing:1023
red_king01,normalUser,Wargame:1019,Transportation:1011
chomaxa,normalUser,Travel:1097,Educational:1094
stevehampson,normalUser,Action/Dexterity:1032,Fighting:1046
namiranidze,normalUser,Medical:2145,Negotiation:1026
royalmet,normalUser,Sports:1038,Miniatures:1047
venusfrk,normalUser,Trains:1034,Racing:1031
nelson_ferreira,normalUser,Card Game:1002,Action/Dexterity:1032
20010705robert,normalUser,Negotiation:1026,Movies/TV/Radio Theme:1064
moos79,normalUser,Word-game:1025,Dice:1017
wargriff,normalUser,Negotiation:1026,Memory:1045
silcabad,normalUser,Trains:1034,Word-game:1025
notben,normalUser,Humor:1079,Medical:2145
thegoldinone,normalUser,Modern Warfare:1069,Party Game:1030
kafkaguy,normalUser,Movies/TV/Radio Theme:1064,Novel-Based:1093
jrrm,normalUser,Puzzle:1028,Print & Play:1120
redjak7,normalUser,Territory Building:1086,Word-game:1025
violetnine99,normalUser,Dice:1017,Racing:1031
quirkyhndl,normalUser,Travel:1097,Trains:1034
power1game,normalUser,Movies/TV/Radio Theme:1064,Fighting:1046
lyzaru,normalUser,Travel:1097,Video Game Theme:1101
pariahzkope,normalUser,Aviation/Flight:2650,Zombies:2481
ulhorse,normalUser,Napoleonic:1051,Adventure:1022
embernov,normalUser,Memory:1045,Sports:1038
arakahn,normalUser,Wargame:1019,Collectible Components:1044
bamilus,normalUser,Puzzle:1028,Sports:1038
derbonk,normalUser,Dice:1017,Miniatures:1047
jonandshep,normalUser,Territory Building:1086,Exploration:1020
piconeeks,normalUser,Spies/Secret Agents:1081,Word-game:1025
ronon_dexer,normalUser,Medical:2145,Murder/Mystery:1040
snofrank,normalUser,Animals:1089,World War II: 1049
alex200095382,normalUser,Exploration:1020,Miniatures:1047
shenanigan games,normalUser,Adventure:1022,Economic:1021
serneum,normalUser,Wargame:1019,Puzzle:1028
yurapro,normalUser,Puzzle:1028,Dice:1017
akkedul,normalUser,Dice:1017,Collectible Components:1044
felwyn,normalUser,Puzzle:1028,Adventure:1022
thompspa,normalUser,Movies/TV/Radio Theme:1064,Economic:1021
tugamy,normalUser,Deduction:1039,Trains:1034
neighborhood lindsey,normalUser,Ancient:1050,Modern Warfare:1069
karloslatre,normalUser,Movies/TV/Radio Theme:1064,Ancient:1050
pacogomezr,normalUser,Economic:1021,Card Game:1002
loere,normalUser,Spies/Secret Agents:1081,Medieval:1035
