name,category_1,category_2
Coronation Street Quest,Movies / TV / Radio theme:1064,Trivia:1027
Skip-Bo MOD,Card Game:1002,null
Jolle Seilas,Children's Game:1041,Nautical:1008
Le Défi d'Arsène Lupin,Novel-based:1093,null
Dude Dice,Dice:1017,Word Game:1025
Tug of War,Abstract Strategy:1009,null
Rainbow Reflection,Action / Dexterity:1032,Children's Game:1041
Crazy Bee,Action / Dexterity:1032,Children's Game:1041
Froggy Comes Home,Abstract Strategy:1009,Action / Dexterity:1032
Freu' dich nicht zu früh,Children's Game:1041,Dice:1017
Tom & Jerry's Trap Game,Children's Game:1041,Movies / TV / Radio theme:1064
"Snap, Crackle and Pop Look at Nature",Animals:1089,Children's Game:1041
de/le Belgotron,Educational:1094,Political:1001
For Love or Money,Movies / TV / Radio theme:1064,Trivia:1027
Jimmy Savile's Pop Twenty,Movies / TV / Radio theme:1064,Music:1054
Winter Storm: 57th Pz Korps Attempt to Relieve Stalingrad,Wargame:1019,World War II:1049
Ramses Rage,Dice:1017,null
ProBingo,Number:1098,null
Gewußt wo!,Memory:1045,null
Colorado Smith et le Sacré Temple,Adventure:1022,Horror:1024
Peur sur Irka,Fighting:1046,Science Fiction:1016
Hot Wheels Races,Card Game:1002,Children's Game:1041
Five-A-Side,Collectible Components:1044,Sports:1038
Home Cricket,Dice:1017,Sports:1038
I Spy,Animals:1089,null
Miscellaneous Game Compilation,Abstract Strategy:1009,Card Game:1002
Crash Tower,Action / Dexterity:1032,null
The Agency,Card Game:1002,Spies/Secret Agents:1081
Wildebeest Chess,Abstract Strategy:1009,null
108th Kentucky Derby,Animals:1089,Racing:1031
Table Speedway,Action / Dexterity:1032,Sports:1038
Table Motor Racing,Action / Dexterity:1032,Sports:1038
Subbuteo Horse Racing,Action / Dexterity:1032,Animals:1089
Cycle Speedway,Action / Dexterity:1032,Sports:1038
AdventureQuest Worlds: The ANYTHING-GOES BattleOn Battle Card Game,Card Game:1002,Fantasy:1010
Convoy,Children's Game:1041,Transportation:1011
Herocults,Exploration:1020,Fantasy:1010
1839,Economic:1021,Trains:1034
Bean Bag Toss,Action / Dexterity:1032,null
Snowman Meltdown,Abstract Strategy:1009,null
Witty Bananas,Abstract Strategy:1009,Humor:1079
Volcano Island,Abstract Strategy:1009,null
"Clacto ; 4 and 4, Game with magnetic marbles",Action / Dexterity:1032,null
Asteroid Racers,Card Game:1002,Print & Play:1120
Dragon Ranchers,Card Game:1002,Fantasy:1010
Deathfear,Horror:1024,Humor:1079
Scooter Computer and Mr. Chips,Card Game:1002,Video Game Theme:1101
Shut The Box Advanced version,Dice:1017,Number:1098
Turkish Tafl,Abstract Strategy:1009,null
Stacks In Action,Abstract Strategy:1009,null
One Six,Print & Play:1120,Puzzle:1028
Backseat Battles,Children's Game:1041,Dice:1017
Prayer Path,Religious:1115,null
Reise ins Tierreich,Animals:1089,Travel:1097
Indian Scout,American West:1055,null
Shoot the Crow,Action / Dexterity:1032,null
Crusade,Abstract Strategy:1009,null
Pitch Machine,Industry / Manufacturing:1088,Movies / TV / Radio theme:1064
The Roatan Island Game,Travel:1097,null
Flying Doctor,Dice:1017,Movies / TV / Radio theme:1064
En Avant!,Miniatures:1047,Napoleonic:1051
The Old West Gunfight Rules 1816-1900,American Indian Wars:1108,American West:1055
Wargods of Hyberborea,Miniatures:1047,null
Wargamer's Guide to the American Revolution,Age of Reason:2726,American Revolutionary War:1075
Tricorne,Miniatures:1047,Wargame:1019
Battle of Borodino 1812,Napoleonic:1051,Wargame:1019
Target For Tonight,Action / Dexterity:1032,Aviation / Flight:2650
Numenko,Math:1104,Number:1098
Schnapp's,Party Game:1030,null
Three Men In A Tub,Action / Dexterity:1032,Children's Game:1041
Titanium Age,City Building:1029,Dice:1017
BODY COUNT: Terror at Camp Hackaway,Horror:1024,null
The Second Battle of Corinth,American Civil War:1048,Wargame:1019
From Aspern to Wagram,Napoleonic:1051,Wargame:1019
Final Fantasy Monopoly,Economic:1021,Negotiation:1026
Basketus,Sports:1038,null
Recruiting for Kitchener's Army,Racing:1031,Travel:1097
Electroulette,Action / Dexterity:1032,Electronic:1072
Le Jeu de Sante,null,null
Dick Tracy Target Game,Action / Dexterity:1032,Comic Book / Strip:1116
Who is Lu?,Deduction:1039,null
Tom und Tina: Die geheimnisvolle Maske,Adventure:1022,Educational:1094
Crocodile,Action / Dexterity:1032,Animals:1089
"The ""Dinkie"" Bowling Game",Action / Dexterity:1032,Animals:1089
Devil's Dice,Bluffing:1023,Dice:1017
Acropolis of Athens: Following the Steps of Pausanias,Ancient:1050,Card Game:1002
LeCoque's Intrigue,Movies / TV / Radio theme:1064,Wargame:1019
Fast Play Rules for the Pike & Shot Period (1550 - 1720 AD),Miniatures:1047,Pike and Shot:2725
Army Lists for the Revolution in Warfare: Volume 1 1550-1660AD,Book:1117,Pike and Shot:2725
Electro start,Card Game:1002,Children's Game:1041
Familie Bär,Animals:1089,Card Game:1002
10 Commandments Dominoes,Card Game:1002,Dice:1017
Tri-Pin,Abstract Strategy:1009,null
2012: Godswake,Adventure:1022,Fantasy:1010
Presenting Elves,Children's Game:1041,Exploration:1020
Vereimejate Kants: Kõige kõhedam lauamäng,Adventure:1022,Fantasy:1010
Le Iene,Bluffing:1023,Movies / TV / Radio theme:1064
Trasformat,Movies / TV / Radio theme:1064,Party Game:1030
Wer hat die Kokosnuss geklaut?,Animals:1089,Children's Game:1041
Turbo-Wörter-Quiz,Card Game:1002,Dice:1017
Warage: Starter Set,Abstract Strategy:1009,Card Game:1002
Lilli Lotto,Card Game:1002,Children's Game:1041
Happy Hooligan Game,Action / Dexterity:1032,Comic Book / Strip:1116
Bibliophile,Trivia:1027,null
The History Channel presents Time Troopers,Educational:1094,Party Game:1030
Octopath,Exploration:1020,Print & Play:1120
Frog and Toad,Animals:1089,Print & Play:1120
Tic-Tac Two,Abstract Strategy:1009,null
Spaniel,Abstract Strategy:1009,null
Dog Poop,Animals:1089,Humor:1079
Space Shibumi Invaders!,Print & Play:1120,Science Fiction:1016
Quiz to go: Irrtümer der Allgemeinbildung,Card Game:1002,Educational:1094
Quizzard Junior,Children's Game:1041,Electronic:1072
Leiki ja Laula,Children's Game:1041,Music:1054
Schrift Stadt,Card Game:1002,Educational:1094
Thémax,Trivia:1027,null
Pine Cone Wars,Print & Play:1120,Wargame:1019
Ni Oui Ni Non: Nature,Animals:1089,Card Game:1002
The World's Greatest Hockey Game,Sports:1038,null
ni Oui ni Non: Géographie,Card Game:1002,Party Game:1030
Metre Litre Gram Game,Educational:1094,Math:1104
ni Oui ni Non: Autour du Monde,Card Game:1002,Party Game:1030
24 Game Primer Add/Subtract,Educational:1094,Math:1104
Dice Dodge,Abstract Strategy:1009,Dice:1017
Claim to Fame Travel Edition,Party Game:1030,null
Limbo Party,Animals:1089,null
Spoof,Bluffing:1023,Number:1098
Sound Bites,Electronic:1072,Memory:1045
Snoopy Dodgem Game,Action / Dexterity:1032,Children's Game:1041
Which Way to the Lodge... or I Would Have Been Here Sooner But...,Mature / Adult:1118,null
Sabel,Adventure:1022,Dice:1017
World War 2,Wargame:1019,World War II:1049
Guido Buchwald's WM-Fun,Dice:1017,Sports:1038
Colorado Cannabis Craze,Mature / Adult:1118,null
Last Samurai,Renaissance:1070,Wargame:1019
Das kleine Kölnquiz,Book:1117,Educational:1094
3 to 13,Card Game:1002,null
Welt der Hansestadt Hamburg das Quiz,Card Game:1002,Educational:1094
Das kleine DDR-Quiz,Educational:1094,Travel:1097
Das kleine Allgemeinwissensquiz,Book:1117,Educational:1094
The Cube,Action / Dexterity:1032,Movies / TV / Radio theme:1064
Journey Home,Educational:1094,Party Game:1030
Gear Jammers,Transportation:1011,null
DWARF•KNUCKLE,Fantasy:1010,Fighting:1046
"Firestone ""Coast to Coast"" Game",Children's Game:1041,Racing:1031
Smuggler Bold,Deduction:1039,Dice:1017
Fantail Hockey on Grass,Sports:1038,null
Die Reise nach dem Silbersee,American West:1055,Book:1117
Les visages de Casimir,Children's Game:1041,Racing:1031
Hanabi: Festival,Card Game:1002,null
Mots croisés rallye,Real-time:1037,Word Game:1025
Mr Défi,Electronic:1072,Party Game:1030
Crash'em,Party Game:1030,Racing:1031
Seeking the Gift,Religious:1115,null
Drinking Roulette,Mature / Adult:1118,Party Game:1030
Cocorico,Animals:1089,Card Game:1002
Code Lyoko JCC: Attaque de X.A.N.A.,Collectible Components:1044,Fantasy:1010
Les Barbouilleurs,Animals:1089,Card Game:1002
The 50's: A Game for Your Generation,Economic:1021,null
Snowman opoly,Economic:1021,Negotiation:1026
Noun Bite,Card Game:1002,Children's Game:1041
Battle of Kawagoe: Hojo Ujiyasu's gamble,Wargame:1019,null
Alchemist's Quest,Fantasy:1010,null
King's Critters,Children's Game:1041,Fantasy:1010
Warlike: Goblins vs Pirates vs Ninjas vs Robots vs Elves vs Zombies vs Vampires,Card Game:1002,Fantasy:1010
"Murmeli, pass uf!",Animals:1089,null
Be a Broadway Star!,Music:1054,Trivia:1027
Pettersson & Findus: Ein Feuerwerk für den Fuchs,Action / Dexterity:1032,Children's Game:1041
Whizz Bing Bang,Action / Dexterity:1032,Card Game:1002
Cumulo,Children's Game:1041,null
Ultimate Chibi Defenders: Wedding Edition,Fantasy:1010,Print & Play:1120
Richtig oder Falsch? Das Spiel,Trivia:1027,null
Twiga,Animals:1089,Children's Game:1041
Das Mittelalter,Card Game:1002,Fantasy:1010
Tabaluga: Das Drachenbergrennen,Children's Game:1041,Dice:1017
Icefall,Environmental:1084,Racing:1031
Tabaluga Die eisige Aufgabe,Children's Game:1041,Dice:1017
Tabaluga: Auf der Suche nach den Weltraumsteinen,Children's Game:1041,Dice:1017
Tabaluga: Der Regenbogenschatz,Action / Dexterity:1032,Children's Game:1041
Tabaluga: Rettet Grünland,Children's Game:1041,Dice:1017
Schwein Gehabt?,Animals:1089,Children's Game:1041
Buntes Blumen-Rennen,Action / Dexterity:1032,Animals:1089
Das versunkene Logik-Land,Electronic:1072,null
Wettstreit im Hexenwald,Electronic:1072,null
Tom & Tina: Das Tal der Tempel,Electronic:1072,null
Chekker Math,Educational:1094,Math:1104
Kinder Quiz,Card Game:1002,Children's Game:1041
Color Warz: Paint Brawl,Miniatures:1047,Territory Building:1086
I.Q. Games: Wonders of the World,Educational:1094,Memory:1045
3 Gnus und 7 Kakadus,Animals:1089,Children's Game:1041
Monsterquatsch,Children's Game:1041,Educational:1094
Ab durch den Dschungel,Action / Dexterity:1032,Children's Game:1041
Was ist da los?,Children's Game:1041,null
Entdeckerquiz Deutschland,Card Game:1002,Educational:1094
Dominion of the Gods,Fantasy:1010,Miniatures:1047
Mathable Quattro,Card Game:1002,Math:1104
Das Schleswig-Holstein-Spiel,Trivia:1027,null
Crazy Cakes,Action / Dexterity:1032,Children's Game:1041
Stavropol Bashni,Abstract Strategy:1009,null
Hands On,Card Game:1002,Party Game:1030
Stage Chaser,Racing:1031,Sports:1038
2 in 1,Abstract Strategy:1009,null
Ballista,Abstract Strategy:1009,null
Memo Grand Prix,Memory:1045,Racing:1031
La boîte à questions WWE,Card Game:1002,Sports:1038
Ka-pow! The Superhero Team-up Game,Card Game:1002,Comic Book / Strip:1116
La boîte à questions Asterix,Card Game:1002,Comic Book / Strip:1116
Shinobi: The Ninja Training Game,Card Game:1002,Memory:1045
La Boîte à questions insolites,Card Game:1002,Trivia:1027
Splattering Egg Toss Game,Action / Dexterity:1032,null
Time: A Game of Chance for Many Players,Card Game:1002,null
La Boîte à énigmes spéciale police scientifique,Card Game:1002,Deduction:1039
La Boîte à énigmes pas si scientifiques que ça,Card Game:1002,Puzzle:1028
La boîte à Quiz junior,Animals:1089,Card Game:1002
La Boîte à énigmes junior,Card Game:1002,Children's Game:1041
La boîte à questions,Card Game:1002,Trivia:1027
La Boîte à culture générale,Card Game:1002,Trivia:1027
THON,Dice:1017,Miniatures:1047
Hubbly Bubbly Brew,Card Game:1002,Children's Game:1041
King Billy's War,Wargame:1019,null
Farmeroo!,Animals:1089,Children's Game:1041
McDonald's Flying French Fries Game,Children's Game:1041,null
Blade Runner: Rep-Detect,Bluffing:1023,Deduction:1039
Forlorn Hopes,Wargame:1019,World War II:1049
Age of the Clankomatics,Card Game:1002,Fighting:1046
Quartiles,Dice:1017,null
Glorieta,Abstract Strategy:1009,Print & Play:1120
Clots,Abstract Strategy:1009,Print & Play:1120
Swaparound,Abstract Strategy:1009,null
Liberators!,Book:1117,Miniatures:1047
Island Gods,Mythology:1082,null
Hockey Bones,Dice:1017,Sports:1038
Blekoteco,Party Game:1030,null
Pulverfass,Action / Dexterity:1032,null
Murli Katzensprung,Educational:1094,Environmental:1084
Charlie und Lola: Verstecken,Children's Game:1041,Memory:1045
Color Cube 81,Abstract Strategy:1009,Educational:1094
Sqworm,Abstract Strategy:1009,null
2 WAY ボードゲーム 逃走中 ＆ 戦闘中,Movies / TV / Radio theme:1064,null
Telmivät tenavat,Action / Dexterity:1032,Children's Game:1041
Buntspatz,Children's Game:1041,null
One Stormy Night,Bluffing:1023,Deduction:1039
Sum Sum,Children's Game:1041,Memory:1045
Benjamin Blümchen: Törööö im Zoo!,Children's Game:1041,Memory:1045
Entdecken wir Salzburg,Trivia:1027,null
Monster-Alarm,Card Game:1002,Children's Game:1041
Nos w nos,Children's Game:1041,null
Reel In,Action / Dexterity:1032,Animals:1089
Advanced Wizard's Quest,Fantasy:1010,Print & Play:1120
El Memorioso,Party Game:1030,null
Maisy's Big Floor Game,Children's Game:1041,Comic Book / Strip:1116
Mobile Suit Gundam: One Year's War,Print & Play:1120,Science Fiction:1016
Andromeda traders,Science Fiction:1016,null
Gear's Knights,Fantasy:1010,null
Diggin Deep Football,Sports:1038,null
Savage Wars of Peace: Rules for Gaming in the Victorian Era,Miniatures:1047,Wargame:1019
Absurd Words,Card Game:1002,Humor:1079
Schnatti Schnatter,Animals:1089,Children's Game:1041
T-Rex World: Tal der Gefahren,Children's Game:1041,Prehistoric:1036
XATS,Abstract Strategy:1009,null
Krimi Total: Das Gift der Rivalen,Bluffing:1023,Deduction:1039
Ran Sat.1 Fussball,Card Game:1002,Children's Game:1041
Freddy the Fox,Animals:1089,Card Game:1002
Flip Frog,Action / Dexterity:1032,Animals:1089
Pony Club,Animals:1089,Children's Game:1041
Happy Feet Two: Freezing Frenzy Game,Action / Dexterity:1032,Animals:1089
Bildrullespelet,Humor:1079,null
90210: Truth Be Told Challenge Game,Movies / TV / Radio theme:1064,Party Game:1030
Mini-Quincala,Abstract Strategy:1009,null
Agentes do Destino,Card Game:1002,Humor:1079
Tac-Tic' Flip,Action / Dexterity:1032,Children's Game:1041
Gameshop Workday,Dice:1017,Print & Play:1120
Birdorama,Environmental:1084,null
Cadbury Air Race,Aviation / Flight:2650,Children's Game:1041
Abiegnus,Abstract Strategy:1009,Print & Play:1120
Run with the Pack,Card Game:1002,null
Auction House,Bluffing:1023,Memory:1045
Battle of Cannae,Abstract Strategy:1009,Ancient:1050
Formations Chess,Abstract Strategy:1009,null
Gregs Tagebuch: Eier Matsch,Party Game:1030,null
Diamanttjuven,Children's Game:1041,null
Elemental Clash: The Master Set,Card Game:1002,Fantasy:1010
King Bling,Card Game:1002,null
Calgaryopoly,Economic:1021,Negotiation:1026
No Man's Land: Rules for Gaming The Great War 1914-1918,Miniatures:1047,Wargame:1019
Jungle Race,null,null
Wer kennt Zürich?,Card Game:1002,Trivia:1027
We Wow Wang,Bluffing:1023,Card Game:1002
Wer kennt Wien?,Card Game:1002,Trivia:1027
Wer kennt den Schwarzwald?,Card Game:1002,Trivia:1027
Tiledeck,Abstract Strategy:1009,Game System:1119
Wer kennt den Kaiserstuhl?,Card Game:1002,Trivia:1027
Proxima's Battlegrounds,Card Game:1002,Fighting:1046
Wer kennt den Bodensee?,Card Game:1002,Trivia:1027
Mad Rush Rally,Racing:1031,null
App'd: The Card Game,Card Game:1002,null
Konsorcjum,Card Game:1002,Dice:1017
Battle for York,Post-Napoleonic:2710,Wargame:1019
Я твоя понимай,Bluffing:1023,Humor:1079
Walt Disney 'Bambi',Animals:1089,Children's Game:1041
Tony Bath's Ancient Wargaming,Ancient:1050,Book:1117
Terry Wise's Introduction to Battle Gaming: Including His Unpublished Wargaming Rules,Ancient:1050,Book:1117
Paddy Griffith's Napoleonic Wargaming for Fun,Book:1117,Miniatures:1047
AirFrame,Aviation / Flight:2650,Science Fiction:1016
Fuji's World,null,null
SQUAR3,Abstract Strategy:1009,Print & Play:1120
Mage Knight: Resurrection,Collectible Components:1044,Expansion for Base-game:1042
Undead Escape,Zombies:2481,null
Nothing So Well Lost: The Siege of Rhodes 1522,Renaissance:1070,Wargame:1019
Bannockburn 1314,Medieval:1035,Wargame:1019
Supplices,Humor:1079,Party Game:1030
Sailor Boy,null,null
Supper Time,Children's Game:1041,Educational:1094
Armageddon Preppin,Card Game:1002,Civilization:1015
Graf Zeppelin's Reisen durch Deutschland,Aviation / Flight:2650,Children's Game:1041
Augen Auf! Das neue Verkehrsspiel,Children's Game:1041,Dice:1017
Das schöne Märchenspiel,Children's Game:1041,Dice:1017
Monopoly: Vodafone,Economic:1021,Negotiation:1026
Monopoly: hci Capital,Economic:1021,Negotiation:1026
Monopoly: Devil EDV Distribution,Economic:1021,Negotiation:1026
Monopoly: Liechtenstein,Economic:1021,Negotiation:1026
Monopoly: Vorarlberg,Economic:1021,Negotiation:1026
Make Space For Puma The PRS Board Game,null,null
Let's Go to Campmeeting,Religious:1115,null
Whitetail Wilderness,Adventure:1022,Animals:1089
Invasions Tuatha Dé Danann,Ancient:1050,Exploration:1020
Ameritrash,Science Fiction:1016,Wargame:1019
Pyramide du Pharaon,Card Game:1002,null
Numino,Number:1098,null
Seasons of the Sun,Abstract Strategy:1009,Dice:1017
Stick-to-It!,Action / Dexterity:1032,Children's Game:1041
The Mystique Deck,Card Game:1002,Game System:1119
Land of the Lost Board Game,Movies / TV / Radio theme:1064,null
The Oregon Game,Educational:1094,Trivia:1027
Dicetropolis,City Building:1029,Dice:1017
Patilez,Abstract Strategy:1009,null
Nürburg-Ring,Racing:1031,null
Hexadraughts,Abstract Strategy:1009,null
WordSmith Card Game,Word Game:1025,null
Justice League: Face Off Dice Game,Bluffing:1023,Comic Book / Strip:1116
Time Strike,Card Game:1002,Fighting:1046
Karta doppio,Abstract Strategy:1009,null
First Strike '62,Wargame:1019,null
Disgrace & Favours,Card Game:1002,null
Mabambo,Abstract Strategy:1009,null
Impact Factor,Math:1104,Number:1098
The Cottonwood Contest,Card Game:1002,Economic:1021
Hitta,Card Game:1002,null
Obstsalat,Children's Game:1041,Dice:1017
Decomposed Queens,Zombies:2481,null
Palestina under Davidstjernen,Educational:1094,Political:1001
Hijack the Revolt,Abstract Strategy:1009,Wargame:1019
Picniko,Action / Dexterity:1032,Children's Game:1041
Worlds War One,Card Game:1002,Economic:1021
Tangram 4,Abstract Strategy:1009,Fantasy:1010
Raid: The Caribbean Word Game,Word Game:1025,null
Frontier Skies,Adventure:1022,Exploration:1020
Slender: The 8 Pages,Dice:1017,Horror:1024
Game of Black Cat,Card Game:1002,null
Floor Games,Book:1117,Exploration:1020
Double Sens 3,Party Game:1030,Word Game:1025
Double Sens 4,Party Game:1030,Word Game:1025
Z. Year One,Horror:1024,Movies / TV / Radio theme:1064
Pocket Footy,Dice:1017,Sports:1038
El Futbol en Casa,Sports:1038,null
Domain: Lords of Ether,Card Game:1002,Fantasy:1010
Fairy Tale Assassin League: Snow White? Not Anymore,Card Game:1002,null
